"Year","Activity","Source","Destination","Energy (MW.h)","Total Value (CAN$)","Price (CAN$/MW.h)"
"2014","Exports","Total","Minn / N. Dakota","8566575.4790","328423683.6400","Confidential"
"2014","Exports","Total","Minnesota","304664.7490","9741826.0551","31.98"
"2014","Exports","Total","Mississippi","441.0000","27070.8700","61.39"
"2014","Exports","Total","Montana","81239.8500","4785250.2931","58.90"
"2014","Exports","Total","Nebraska","846.0000","29534.4100","34.91"
"2014","Exports","Total","Nevada","39700.0000","2106079.7500","53.05"
"2014","Exports","Total","New England-ISO","2699291.4660","200829153.7300","73.72"
"2014","Exports","Total","New Jersey","17081.3000","524277.2600","30.69"
"2014","Exports","Total","New Mexico","28754.0000","2038553.2451","70.90"
"2014","Exports","Total","New York","16859255.6255","663768091.8760","36.55"
"2014","Exports","Total","North Dakota","41941.0000","2250100.8900","53.65"
"2014","Exports","Total","Oregon","355627.0000","16142309.3805","45.39"
"2014","Exports","Total","Pennsylvania","144500.5000","8062828.4723","55.80"
"2014","Exports","Total","Pennsylvania Jersey Maryland Power Pool","816122.5240","42249217.3991","51.77"
"2014","Exports","Total","Texas","0.0000","0.0000","0.00"
"2014","Exports","Total","Total","58421314.1808","2909775231.6670","47.59"
"2014","Exports","Total","Utah","28622.0000","1965637.9872","68.68"
"2014","Exports","Total","Vermont","10877939.0000","672325998.7774","54.48"
"2014","Exports","Total","Washington","1660138.9424","87850289.5405","52.92"
"2014","Exports","Total","Wyoming","11890.0000","774814.5669","65.17"
"2014","Imports","Arizona","British Columbia","9849.0000","264196.2829","26.82"
"2014","Imports","Arizona","Total","9849.0000","264196.2829","26.82"
"2014","Imports","California","British Columbia","60086.5000","-915753.0142","-15.24"
"2014","Imports","California","Total","60086.5000","-915753.0142","-15.24"
"2014","Imports","Colorado","British Columbia","6884.0000","138032.9300","20.05"
"2014","Imports","Colorado","Total","6884.0000","138032.9300","20.05"
"2014","Imports","Idaho","British Columbia","29068.0000","535158.1705","18.41"
"2014","Imports","Idaho","Total","29068.0000","535158.1705","18.41"
"2014","Imports","Indiana","British Columbia","200.0000","-1304.0200","-6.52"
"2014","Imports","Indiana","Manitoba","879.0000","143202.0700","162.91"
"2014","Imports","Indiana","Ontario","276.0000","17850.6800","64.68"
"2014","Imports","Indiana","Total","1355.0000","159748.7300","117.90"
"2014","Imports","Maine","New Brunswick","189989.4000","11810558.7412","62.16"
"2014","Imports","Maine","Total","189989.4000","11810558.7412","62.16"
"2014","Imports","Massachusetts","Ontario","2564.0000","254974.8822","99.44"
"2014","Imports","Massachusetts","Total","2564.0000","254974.8822","99.44"
"2014","Imports","Michigan","Ontario","329909.9400","27185866.9848","82.40"
"2014","Imports","Michigan","Total","329909.9400","27185866.9848","82.40"
"2014","Imports","Minn / N. Dakota","Manitoba","510103.0000","21618432.5100","42.38"
"2014","Imports","Minn / N. Dakota","Saskatchewan","9658.0000","269902.2900","27.95"
"2014","Imports","Minn / N. Dakota","Total","519761.0000","21888334.8000","42.11"
"2014","Imports","Minnesota","New Brunswick","548.9800","36567.7800","66.61"
"2014","Imports","Minnesota","Ontario","28000.8150","1442736.1091","51.52"
"2014","Imports","Minnesota","Total","28549.7950","1479303.8891","51.81"
"2014","Imports","Montana","Alberta","679663.0100","43524672.1800","64.04"
"2014","Imports","Montana","British Columbia","377105.5635","9578874.4602","25.40"
"2014","Imports","Montana","Total","1056768.5735","53103546.6402","50.25"
"2014","Imports","Nebraska","British Columbia","1070.0000","8587.9399","8.03"
"2014","Imports","Nebraska","Total","1070.0000","8587.9399","8.03"
"2014","Imports","Nevada","British Columbia","763.0000","31219.3897","40.92"
"2014","Imports","Nevada","Total","763.0000","31219.3897","40.92"
"2014","Imports","New England-ISO","Québec","1024.0000","1663357.2300","1624.37"
"2014","Imports","New England-ISO","Total","1024.0000","1663357.2300","1624.37"
"2014","Imports","New Mexico","British Columbia","7700.0000","209212.5742","27.17"
"2014","Imports","New Mexico","Total","7700.0000","209212.5742","27.17"
"2014","Imports","New York","New Brunswick","0.0000","0.0000","0.00"
"2014","Imports","New York","Ontario","478246.7200","50506991.0916","105.61"
"2014","Imports","New York","Québec","547083.0000","104198186.0589","184.92"
"2014","Imports","New York","Total","1025329.7200","154705177.1505","147.93"
"2014","Imports","North Dakota","Saskatchewan","48148.0000","1420514.9600","29.50"
"2014","Imports","North Dakota","Total","48148.0000","1420514.9600","29.50"
"2014","Imports","Oregon","Alberta","700.9400","43543.1060","62.12"
"2014","Imports","Oregon","British Columbia","204737.9300","4257682.4844","20.80"
"2014","Imports","Oregon","Total","205438.8700","4301225.5904","20.94"
"2014","Imports","Pennsylvania","British Columbia","14013.0000","230729.7043","16.47"
"2014","Imports","Pennsylvania","Ontario","7052.0000","807663.3600","114.53"
"2014","Imports","Pennsylvania","Total","21065.0000","1038393.0643","49.29"
"2014","Imports","Pennsylvania Jersey Maryland Power Pool","Ontario","4769.0000","266727.4730","55.93"
"2014","Imports","Pennsylvania Jersey Maryland Power Pool","Total","4769.0000","266727.4730","55.93"
"2014","Imports","Total","Alberta","926494.9200","55113494.5958","59.49"
"2014","Imports","Total","British Columbia","9698378.3123","305914135.6114","31.54"
"2014","Imports","Total","Manitoba","510982.0000","21761634.5800","42.59"
"2014","Imports","Total","New Brunswick","190538.3800","11847126.5212","62.18"
"2014","Imports","Total","Ontario","851402.4750","80667545.5807","94.75"
"2014","Imports","Total","Québec","572770.0000","114067392.6789","193.66"
"2014","Imports","Total","Saskatchewan","57806.0000","1690417.2500","29.24"
"2014","Imports","Total","Total","12808372.0873","591061746.8180","45.90"
"2014","Imports","Utah","British Columbia","27666.0000","693834.8363","25.08"
"2014","Imports","Utah","Total","27666.0000","693834.8363","25.08"
"2014","Imports","Vermont","Ontario","584.0000","184735.0000","316.33"
"2014","Imports","Vermont","Québec","24663.0000","8205849.3900","328.02"
"2014","Imports","Vermont","Total","25247.0000","8390584.3900","327.75"
"2014","Imports","Washington","Alberta","246130.9700","11545279.3098","46.91"
"2014","Imports","Washington","British Columbia","8942679.3188","290546873.3078","32.49"
"2014","Imports","Washington","Total","9188810.2888","302092152.6176","32.88"
"2014","Imports","Wyoming","British Columbia","16556.0000","336790.5654","20.34"
"2014","Imports","Wyoming","Total","16556.0000","336790.5654","20.34"
"2015","Exports","Alberta","California","5154.0000","558820.8801","108.42"
"2015","Exports","Alberta","Indiana","306.0000","12872.8800","42.07"
"2015","Exports","Alberta","Michigan","306.0000","11740.8500","38.37"
"2015","Exports","Alberta","Montana","100068.9200","2220837.0824","22.19"
"2015","Exports","Alberta","North Dakota","3204.0000","191097.3800","59.64"
"2015","Exports","Alberta","Oregon","4458.0000","156260.2000","35.05"
"2015","Exports","Alberta","Total","292494.9200","8349808.4880","28.55"
"2015","Exports","Alberta","Washington","178998.0000","5198179.2155","29.04"
"2015","Exports","British Columbia","Arizona","18339.0000","1652148.5883","90.09"
"2015","Exports","British Columbia","California","7353817.1666","301853859.8732","41.05"
"2015","Exports","British Columbia","Colorado","638.0000","40014.2115","62.72"
"2015","Exports","British Columbia","Idaho","19104.0000","791158.5185","41.41"
"2015","Exports","British Columbia","Indiana","1161.0000","88179.7900","75.95"
"2015","Exports","British Columbia","Montana","36372.0000","1296403.8289","35.64"
"2015","Exports","British Columbia","Nevada","10571.0000","1410675.3500","133.45"
"2015","Exports","British Columbia","New Mexico","12242.0000","896955.9319","73.27"
"2015","Exports","British Columbia","Oregon","1504693.0000","60068347.0296","39.92"
"2015","Exports","British Columbia","Total","12392098.7773","499658415.0223","40.32"
"2015","Exports","British Columbia","Utah","16351.0000","1282256.3173","78.42"
"2015","Exports","British Columbia","Washington","3415656.6107","130109510.7619","38.09"
"2015","Exports","British Columbia","Wyoming","3154.0000","168904.8212","53.55"
"2015","Exports","Manitoba","Indiana","0.0000","0.0000","0.00"
"2015","Exports","Manitoba","Minn / N. Dakota","9217412.6630","369967857.8930","Confidential"
"2015","Exports","Manitoba","Texas","0.0000","0.0000","0.00"
"2015","Exports","Manitoba","Total","9217412.6630","369967857.8930","Confidential"
"2015","Exports","New Brunswick","Maine","1489806.0000","117255399.4259","78.71"
"2015","Exports","New Brunswick","New England-ISO","628.0000","39467.5000","56.58"
"2015","Exports","New Brunswick","Total","1490434.0000","117294866.9259","78.70"
"2015","Exports","Newfoundland and Labrador","New England-ISO","76884.3300","2007481.5336","26.11"
"2015","Exports","Newfoundland and Labrador","New York","831925.4300","26521166.6533","31.88"
"2015","Exports","Newfoundland and Labrador","Total","908809.7600","28528648.1869","31.39"
"2015","Exports","Ontario","Indiana","121273.0000","3861428.2900","31.84"
"2015","Exports","Ontario","Massachusetts","179005.0000","8076160.1000","45.12"
"2015","Exports","Ontario","Michigan","8480947.1060","281859669.2372","33.23"
"2015","Exports","Ontario","Minn / N. Dakota","29302.5000","1036736.0300","35.38"
"2015","Exports","Ontario","Minnesota","744010.7500","20462874.8126","27.50"
"2015","Exports","Ontario","New England-ISO","1411881.3300","85445387.3400","60.52"
"2015","Exports","Ontario","New Jersey","2.4110","200.3900","83.11"
"2015","Exports","Ontario","New York","8428236.5198","255545282.4554","30.32"
"2015","Exports","Ontario","North Dakota","1332.0000","73541.9800","55.21"
"2015","Exports","Ontario","Pennsylvania","112668.0000","5859856.6669","52.01"
"2015","Exports","Ontario","Pennsylvania Jersey Maryland Power Pool","879830.0000","34144273.6565","38.81"
"2015","Exports","Ontario","Total","20392830.6168","696502992.9586","34.15"
"2015","Exports","Ontario","Vermont","4342.0000","137582.0000","31.69"
"2015","Exports","Québec","Maine","3258187.0000","164597727.4200","50.52"
"2015","Exports","Québec","New England-ISO","1060703.3300","58616508.2300","52.37"
"2015","Exports","Québec","New York","8530815.0000","426292191.5490","44.95"
"2015","Exports","Québec","Total","23532652.3300","1392920545.2190","53.44"
"2015","Exports","Québec","Vermont","10682947.0000","743414118.0200","61.22"
"2015","Exports","Saskatchewan","Minn / N. Dakota","33074.0000","34155.7500","1.03"
"2015","Exports","Saskatchewan","North Dakota","27075.0000","1251233.4200","46.21"
"2015","Exports","Saskatchewan","Total","60149.0000","1285389.1700","21.37"
"2015","Exports","Total","Arizona","18339.0000","1652148.5883","90.09"
"2015","Exports","Total","California","7358971.1666","302412680.7533","41.09"
"2015","Exports","Total","Colorado","638.0000","40014.2115","62.72"
"2015","Exports","Total","Idaho","19104.0000","791158.5185","41.41"
"2015","Exports","Total","Indiana","122740.0000","3962480.9600","32.28"
"2015","Exports","Total","Maine","4747993.0000","281853126.8459","59.36"
"2015","Exports","Total","Massachusetts","179005.0000","8076160.1000","45.12"
"2015","Exports","Total","Michigan","8481253.1060","281871410.0872","33.23"
"2015","Exports","Total","Minn / N. Dakota","9279789.1630","371038749.6730","Confidential"
"2015","Exports","Total","Minnesota","744010.7500","20462874.8126","27.50"
"2015","Exports","Total","Montana","136440.9200","3517240.9113","25.78"
"2015","Exports","Total","Nevada","10571.0000","1410675.3500","133.45"
"2015","Exports","Total","New England-ISO","2550096.9900","146108844.6036","56.09"
"2015","Exports","Total","New Jersey","2.4110","200.3900","83.11"
"2015","Exports","Total","New Mexico","12242.0000","896955.9319","73.27"
"2015","Exports","Total","New York","17790976.9498","708358640.6577","37.41"
"2015","Exports","Total","North Dakota","31611.0000","1515872.7800","47.95"
"2015","Exports","Total","Oregon","1509151.0000","60224607.2296","39.91"
"2015","Exports","Total","Pennsylvania","112668.0000","5859856.6669","52.01"
"2015","Exports","Total","Pennsylvania Jersey Maryland Power Pool","879830.0000","34144273.6565","38.81"
"2015","Exports","Total","Texas","0.0000","0.0000","0.00"
"2015","Exports","Total","Total","68286882.0671","3114508523.8637","43.61"
"2015","Exports","Total","Utah","16351.0000","1282256.3173","78.42"
"2015","Exports","Total","Vermont","10687289.0000","743551700.0200","61.21"
"2015","Exports","Total","Washington","3594654.6107","135307689.9774","37.64"
"2015","Exports","Total","Wyoming","3154.0000","168904.8212","53.55"
"2015","Imports","Arizona","British Columbia","1450.0000","19591.9837","13.51"
"2015","Imports","Arizona","Total","1450.0000","19591.9837","13.51"
"2015","Imports","California","Alberta","850.0000","-174657.7206","-205.48"
"2015","Imports","California","British Columbia","9219.0000","-225698.4823","-24.48"
"2015","Imports","California","Total","10069.0000","-400356.2029","-39.76"
"2015","Imports","Colorado","British Columbia","109.0000","8249.9500","75.69"
"2015","Imports","Colorado","Total","109.0000","8249.9500","75.69"
"2015","Imports","Idaho","British Columbia","5420.0000","68526.4864","12.64"
"2015","Imports","Idaho","Total","5420.0000","68526.4864","12.64"
"2015","Imports","Indiana","British Columbia","1150.0000","30442.7293","26.47"
"2015","Imports","Indiana","Manitoba","0.0000","0.0000","0.00"
"2015","Imports","Indiana","Ontario","3945.0000","272679.5000","69.12"
"2015","Imports","Indiana","Saskatchewan","90.0000","50534.1800","561.49"
"2015","Imports","Indiana","Total","5185.0000","353656.4093","68.21"
"2015","Imports","Maine","New Brunswick","284195.5000","12873197.9452","45.30"
"2015","Imports","Maine","Total","284195.5000","12873197.9452","45.30"
"2015","Imports","Massachusetts","Ontario","7650.0000","313357.1899","40.96"
"2015","Imports","Massachusetts","Total","7650.0000","313357.1899","40.96"
"2015","Imports","Michigan","Alberta","965.0000","90041.0438","93.31"
"2015","Imports","Michigan","Ontario","189132.9900","9033708.8701","47.76"
"2015","Imports","Michigan","Total","190097.9900","9123749.9139","47.99"
"2015","Imports","Minn / N. Dakota","Alberta","1054.0000","56858.4500","53.95"
"2015","Imports","Minn / N. Dakota","Manitoba","110447.0000","4744196.2200","42.95"
"2015","Imports","Minn / N. Dakota","Saskatchewan","2241.0000","30195.6800","13.47"
"2015","Imports","Minn / N. Dakota","Total","113742.0000","4831250.3500","42.48"
"2015","Imports","Minnesota","Ontario","27770.5300","782223.1807","28.17"
"2015","Imports","Minnesota","Total","27770.5300","782223.1807","28.17"
"2015","Imports","Montana","Alberta","294808.4300","22741030.6718","77.14"
"2015","Imports","Montana","British Columbia","16035.0000","315646.0735","19.68"
"2015","Imports","Montana","Total","310843.4300","23056676.7453","74.17"
"2015","Imports","New Mexico","British Columbia","1356.0000","20566.7845","15.17"
"2015","Imports","New Mexico","Total","1356.0000","20566.7845","15.17"
"2015","Imports","New York","New Brunswick","0.0000","0.0000","0.00"
"2015","Imports","New York","Ontario","235389.3200","11542389.8082","49.04"
"2015","Imports","New York","Québec","259631.0000","35377078.3514","110.07"
"2015","Imports","New York","Total","495020.3200","46919468.1596","81.05"
"2015","Imports","North Dakota","Alberta","445.0000","15520.0500","34.88"
"2015","Imports","North Dakota","Saskatchewan","10930.0000","348467.5200","31.88"
"2015","Imports","North Dakota","Total","11375.0000","363987.5700","32.00"
"2015","Imports","Oregon","British Columbia","282238.3050","6069178.8044","21.50"
"2015","Imports","Oregon","Total","282238.3050","6069178.8044","21.50"
"2015","Imports","Pennsylvania","British Columbia","12608.0000","37519.4625","2.98"
"2015","Imports","Pennsylvania","Ontario","13384.0000","768218.6838","57.40"
"2015","Imports","Pennsylvania","Total","25992.0000","805738.1463","31.00"
"2015","Imports","Pennsylvania Jersey Maryland Power Pool","Ontario","9526.0000","474622.5248","49.82"
"2015","Imports","Pennsylvania Jersey Maryland Power Pool","Total","9526.0000","474622.5248","49.82"
"2015","Imports","Total","Alberta","516986.4300","30441936.1410","58.88"
"2015","Imports","Total","British Columbia","7041715.5550","196334164.3553","27.88"
"2015","Imports","Total","Manitoba","110447.0000","4744196.2200","42.95"
"2015","Imports","Total","New Brunswick","284195.5000","12873197.9452","45.30"
"2015","Imports","Total","Ontario","487265.8400","23335752.7575","47.89"
"2015","Imports","Total","Québec","272398.0000","36609235.2214","109.44"
"2015","Imports","Total","Saskatchewan","13261.0000","429197.3800","32.37"
"2015","Imports","Total","Total","8726269.3250","304767680.0204","34.15"
"2015","Imports","Utah","British Columbia","934.0000","8572.0300","9.18"
"2015","Imports","Utah","Total","934.0000","8572.0300","9.18"
"2015","Imports","Vermont","Ontario","468.0000","148553.0000","317.42"
"2015","Imports","Vermont","Québec","12767.0000","1232156.8700","96.51"
"2015","Imports","Vermont","Total","13235.0000","1380709.8700","104.32"
"2015","Imports","Washington","Alberta","218864.0000","7713143.6460","35.24"
"2015","Imports","Washington","British Columbia","6710233.2500","189962416.7802","28.31"
"2015","Imports","Washington","Total","6929097.2500","197675560.4262","28.53"
"2015","Imports","Wyoming","British Columbia","963.0000","19151.7531","19.89"
"2015","Imports","Wyoming","Total","963.0000","19151.7531","19.89"
"2016","Exports","Alberta","California","4292.5000","312009.9600","72.69"
"2016","Exports","Alberta","Indiana","0.0000","0.0000","0.00"
"2016","Exports","Alberta","Montana","139154.1400","3102000.7338","22.29"
"2016","Exports","Alberta","North Dakota","2703.2000","97995.0800","36.25"
"2016","Exports","Alberta","Oregon","1174.0000","39366.0670","33.53"
"2016","Exports","Alberta","Total","220984.8400","6061847.0300","27.43"
"2016","Exports","Alberta","Washington","73661.0000","2510475.1892","34.08"
"2016","Exports","British Columbia","Alaska","241.0000","17242.0800","71.54"
"2016","Exports","British Columbia","Arizona","56364.0000","3731899.6431","66.21"
"2016","Exports","British Columbia","California","10661896.7656","401527492.6604","37.66"
"2016","Exports","British Columbia","Idaho","14196.0000","663842.9540","46.76"
"2016","Exports","British Columbia","Montana","48393.0000","1678659.2288","34.69"
"2016","Exports","British Columbia","Nebraska","14.0000","0.0000","0.00"
"2016","Exports","British Columbia","Nevada","50926.0000","3591840.2962","70.53"
"2016","Exports","British Columbia","New Mexico","12082.0000","928777.4585","76.87"
"2016","Exports","British Columbia","Oregon","1071556.0000","41686681.4499","38.90"
"2016","Exports","British Columbia","Total","13552690.6003","510038839.1877","37.63"
"2016","Exports","British Columbia","Utah","11739.0000","848328.9755","72.27"
"2016","Exports","British Columbia","Washington","1624903.8347","55358815.4213","34.07"
"2016","Exports","British Columbia","Wyoming","379.0000","5259.0200","13.88"
"2016","Exports","Manitoba","Indiana","251.0000","4525.5600","18.03"
"2016","Exports","Manitoba","Minn / N. Dakota","9871245.5120","389573844.8700","Confidential"
"2016","Exports","Manitoba","Texas","0.0000","0.0000","0.00"
"2016","Exports","Manitoba","Total","9871496.5120","389578370.4300","Confidential"
"2016","Exports","New Brunswick","Maine","1756601.0000","115592118.2105","65.80"
"2016","Exports","New Brunswick","New England-ISO","50.0000","1823.4400","36.47"
"2016","Exports","New Brunswick","Total","1756651.0000","115593941.6505","65.80"
"2016","Exports","Newfoundland and Labrador","Michigan","1.0000","28.0059","28.01"
"2016","Exports","Newfoundland and Labrador","New England-ISO","201602.0500","8125830.0741","40.31"
"2016","Exports","Newfoundland and Labrador","New York","1199392.1000","29979461.0404","25.00"
"2016","Exports","Newfoundland and Labrador","Total","1400995.1500","38105319.1204","27.20"
"2016","Exports","Nova Scotia","Maine","73080.0000","2278137.6675","31.17"
"2016","Exports","Nova Scotia","Total","73080.0000","2278137.6675","31.17"
"2016","Exports","Ontario","Indiana","15788.0000","740345.7700","46.89"
"2016","Exports","Ontario","Massachusetts","2220.0000","75098.3800","33.83"
"2016","Exports","Ontario","Michigan","8790434.4230","270518878.7535","30.77"
"2016","Exports","Ontario","Minn / N. Dakota","51725.5000","1781796.4300","34.45"
"2016","Exports","Ontario","Minnesota","1601867.0400","47404334.7122","29.59"
"2016","Exports","Ontario","New England-ISO","1142822.3400","46834860.5833","40.98"
"2016","Exports","Ontario","New York","8236918.3431","182095482.1895","22.11"
"2016","Exports","Ontario","Ohio","2071.0000","111489.5000","53.83"
"2016","Exports","Ontario","Pennsylvania","43334.0000","1009083.3498","23.29"
"2016","Exports","Ontario","Pennsylvania Jersey Maryland Power Pool","599968.6700","20524236.4810","34.21"
"2016","Exports","Ontario","Total","20487526.3161","571108310.1493","27.88"
"2016","Exports","Ontario","Vermont","377.0000","12704.0000","33.70"
"2016","Exports","Québec","Maine","3517530.0000","134505828.9100","38.24"
"2016","Exports","Québec","Minnesota","149044.0000","4117890.9900","27.63"
"2016","Exports","Québec","New England-ISO","1150349.6700","49141606.9700","42.21"
"2016","Exports","Québec","New York","10790313.0000","474549654.7300","40.40"
"2016","Exports","Québec","Total","25541428.6700","1265664233.4400","46.10"
"2016","Exports","Québec","Vermont","9934192.0000","603349251.8400","55.81"
"2016","Exports","Saskatchewan","Minn / N. Dakota","41542.0000","1039077.3800","25.01"
"2016","Exports","Saskatchewan","North Dakota","156293.0000","4970361.0600","31.80"
"2016","Exports","Saskatchewan","Total","197835.0000","6009438.4400","30.38"
"2016","Exports","Total","Alaska","241.0000","17242.0800","71.54"
"2016","Exports","Total","Arizona","56364.0000","3731899.6431","66.21"
"2016","Exports","Total","California","10666189.2656","401839502.6204","37.67"
"2016","Exports","Total","Idaho","14196.0000","663842.9540","46.76"
"2016","Exports","Total","Indiana","16039.0000","744871.3300","46.44"
"2016","Exports","Total","Maine","5347211.0000","252376084.7880","47.20"
"2016","Exports","Total","Massachusetts","2220.0000","75098.3800","33.83"
"2016","Exports","Total","Michigan","8790435.4230","270518906.7594","30.77"
"2016","Exports","Total","Minn / N. Dakota","9964513.0120","392394718.6800","Confidential"
"2016","Exports","Total","Minnesota","1750911.0400","51522225.7022","29.43"
"2016","Exports","Total","Montana","187547.1400","4780659.9626","25.49"
"2016","Exports","Total","Nebraska","14.0000","0.0000","0.00"
"2016","Exports","Total","Nevada","50926.0000","3591840.2962","70.53"
"2016","Exports","Total","New England-ISO","2494824.0600","104104121.0674","41.50"
"2016","Exports","Total","New Mexico","12082.0000","928777.4585","76.87"
"2016","Exports","Total","New York","20226623.4431","686624597.9599","32.04"
"2016","Exports","Total","North Dakota","158996.2000","5068356.1400","31.88"
"2016","Exports","Total","Ohio","2071.0000","111489.5000","53.83"
"2016","Exports","Total","Oregon","1072730.0000","41726047.5169","38.90"
"2016","Exports","Total","Pennsylvania","43334.0000","1009083.3498","23.29"
"2016","Exports","Total","Pennsylvania Jersey Maryland Power Pool","599968.6700","20524236.4810","34.21"
"2016","Exports","Total","Texas","0.0000","0.0000","0.00"
"2016","Exports","Total","Total","73102688.0884","2904438437.1154","38.47"
"2016","Exports","Total","Utah","11739.0000","848328.9755","72.27"
"2016","Exports","Total","Vermont","9934569.0000","603361955.8400","55.81"
"2016","Exports","Total","Washington","1698564.8347","57869290.6105","34.07"
"2016","Exports","Total","Wyoming","379.0000","5259.0200","13.88"
"2016","Imports","Arizona","British Columbia","3462.0000","37137.4613","10.73"
"2016","Imports","Arizona","Total","3462.0000","37137.4613","10.73"
"2016","Imports","California","Alberta","100.0000","4265.0000","42.65"
"2016","Imports","California","British Columbia","3231.0000","18398.6700","5.69"
"2016","Imports","California","Total","3331.0000","22663.6700","6.80"
"2016","Imports","Colorado","British Columbia","40.0000","2883.6500","72.09"
"2016","Imports","Colorado","Total","40.0000","2883.6500","72.09"
"2016","Imports","Idaho","Alberta","50.0000","1302.0000","26.04"
"2016","Imports","Idaho","British Columbia","6284.0000","56507.3750","8.99"
"2016","Imports","Idaho","Total","6334.0000","57809.3750","9.13"
"2016","Imports","Indiana","Ontario","1824.0000","150033.2700","82.26"
"2016","Imports","Indiana","Total","1824.0000","150033.2700","82.26"
"2016","Imports","Maine","New Brunswick","122888.0000","5841386.4964","47.53"
"2016","Imports","Maine","Nova Scotia","10091.0000","262105.9316","25.97"
"2016","Imports","Maine","Total","132979.0000","6103492.4280","45.90"
"2016","Imports","Massachusetts","Ontario","2010.0000","97609.1069","48.56"
"2016","Imports","Massachusetts","Total","2010.0000","97609.1069","48.56"
"2016","Imports","Michigan","Ontario","104968.9900","4958756.6515","47.24"
"2016","Imports","Michigan","Total","104968.9900","4958756.6515","47.24"
"2016","Imports","Minn / N. Dakota","Alberta","92.0000","1933.6800","21.02"
"2016","Imports","Minn / N. Dakota","Manitoba","66821.0000","2282878.3400","34.16"
"2016","Imports","Minn / N. Dakota","Ontario","450.0000","21816.2400","48.48"
"2016","Imports","Minn / N. Dakota","Saskatchewan","605.0000","8427.2900","13.93"
"2016","Imports","Minn / N. Dakota","Total","67968.0000","2315055.5500","34.06"
"2016","Imports","Minnesota","Ontario","64183.0000","1556484.2655","24.25"
"2016","Imports","Minnesota","Total","64183.0000","1556484.2655","24.25"
"2016","Imports","Montana","Alberta","138646.4820","2937780.8746","21.19"
"2016","Imports","Montana","British Columbia","9765.0000","216850.0591","22.21"
"2016","Imports","Montana","Total","148411.4820","3154630.9337","21.26"
"2016","Imports","Nebraska","British Columbia","50.0000","771.3764","15.43"
"2016","Imports","Nebraska","Total","50.0000","771.3764","15.43"
"2016","Imports","Nevada","British Columbia","370.0000","3289.5658","8.89"
"2016","Imports","Nevada","Total","370.0000","3289.5658","8.89"
"2016","Imports","New England-ISO","Ontario","75.0000","1395.1400","18.60"
"2016","Imports","New England-ISO","Québec","1.0000","36.5513","36.55"
"2016","Imports","New England-ISO","Total","76.0000","1431.6913","18.84"
"2016","Imports","New Mexico","British Columbia","1919.0000","33419.3197","17.41"
"2016","Imports","New Mexico","Total","1919.0000","33419.3197","17.41"
"2016","Imports","New York","Ontario","261296.0000","12180573.0055","46.62"
"2016","Imports","New York","Québec","40416.0000","10206452.9900","111.00"
"2016","Imports","New York","Total","301712.0000","22387025.9955","55.24"
"2016","Imports","North Dakota","Alberta","223.0000","7008.0100","31.43"
"2016","Imports","North Dakota","Saskatchewan","19186.0000","730412.5200","38.07"
"2016","Imports","North Dakota","Total","19409.0000","737420.5300","37.99"
"2016","Imports","Oregon","Alberta","100.0000","3180.0000","31.80"
"2016","Imports","Oregon","British Columbia","447243.9161","8702216.9332","19.46"
"2016","Imports","Oregon","Total","447343.9161","8705396.9332","19.46"
"2016","Imports","Pennsylvania","Ontario","14046.0000","612602.6200","43.61"
"2016","Imports","Pennsylvania","Total","14046.0000","612602.6200","43.61"
"2016","Imports","Pennsylvania Jersey Maryland Power Pool","Ontario","6007.0000","256371.5867","42.68"
"2016","Imports","Pennsylvania Jersey Maryland Power Pool","Total","6007.0000","256371.5867","42.68"
"2016","Imports","Total","Alberta","301025.8990","6338864.5236","21.06"
"2016","Imports","Total","British Columbia","8262581.9161","204623217.3480","24.77"
"2016","Imports","Total","Manitoba","66821.0000","2282878.3400","34.16"
"2016","Imports","Total","New Brunswick","122888.0000","5841386.4964","47.53"
"2016","Imports","Total","Nova Scotia","10091.0000","262105.9316","25.97"
"2016","Imports","Total","Ontario","454923.9900","19831070.8861","43.59"
"2016","Imports","Total","Québec","64408.0000","10867392.5313","79.92"
"2016","Imports","Total","Saskatchewan","19791.0000","738839.8100","37.33"
"2016","Imports","Total","Total","9302530.8051","250785755.8670","26.34"
"2016","Imports","Utah","British Columbia","125.0000","1724.3300","13.79"
"2016","Imports","Utah","Total","125.0000","1724.3300","13.79"
"2016","Imports","Vermont","Ontario","64.0000","-4571.0000","-71.42"
"2016","Imports","Vermont","Québec","23991.0000","660902.9900","27.55"
"2016","Imports","Vermont","Total","24055.0000","656331.9900","27.28"
"2016","Imports","Washington","Alberta","161814.4170","3383394.9590","20.91"
"2016","Imports","Washington","British Columbia","7789647.0000","195528964.3747","25.10"
"2016","Imports","Washington","Total","7951461.4170","198912359.3337","25.02"
"2016","Imports","Wyoming","British Columbia","445.0000","21054.2328","47.31"
"2016","Imports","Wyoming","Total","445.0000","21054.2328","47.31"
"2017","Exports","Alberta","California","5404.0000","501623.5688","92.82"
"2017","Exports","Alberta","Indiana","0.0000","0.0000","0.00"
"2017","Exports","Alberta","Montana","301219.0890","7530433.8900","25.00"
"2017","Exports","Alberta","North Dakota","954.0000","40471.5200","42.42"
"2017","Exports","Alberta","Total","621742.4720","15363075.3291","24.71"
"2017","Exports","Alberta","Washington","314165.3830","7290546.3503","23.21"
"2017","Exports","British Columbia","Alaska","933.6000","66948.0568","71.71"
"2017","Exports","British Columbia","Arizona","71977.0000","5452173.3984","75.75"
