"Year","Activity","Source","Destination","Energy (MW.h)","Total Value (CAN$)","Price (CAN$/MW.h)"
"2000","Exports","Total","Colorado","11350.0000","3287720.6000","289.67"
"2000","Exports","Total","Idaho","132427.0000","25637292.1500","193.60"
"2000","Exports","Total","Maine","4579075.6280","267314614.3800","57.33"
"2000","Exports","Total","Massachusetts","195915.0000","11590025.0000","59.16"
"2000","Exports","Total","Michigan","1328782.6520","121767399.9300","63.92"
"2000","Exports","Total","Minn / N. Dakota","9302705.0750","444336626.0400","34.94"
"2000","Exports","Total","Minnesota","420175.0000","27806408.3400","56.97"
"2000","Exports","Total","Montana","257.0000","22302.9900","86.78"
"2000","Exports","Total","New England-ISO","7438244.0000","245354525.3500","32.79"
"2000","Exports","Total","New Mexico","30.0000","1130.4700","37.68"
"2000","Exports","Total","New York","12536732.4730","731677177.0700","57.61"
"2000","Exports","Total","North Dakota","230135.0000","17719090.2900","76.99"
"2000","Exports","Total","Oregon","180363.0000","38480874.3100","213.35"
"2000","Exports","Total","South Dakota","12872.0000","342241.3100","26.59"
"2000","Exports","Total","Total","48355835.7360","4067144107.1000","78.08"
"2000","Exports","Total","Vermont","2248307.0000","202452124.9700","38.64"
"2000","Exports","Total","Washington","4256869.6280","466837928.5400","109.67"
"2000","Imports","Idaho","Alberta","22105.0000","9217107.9200","416.97"
"2000","Imports","Idaho","Total","22105.0000","9217107.9200","416.97"
"2000","Imports","Iowa","Alberta","25.0000","869.0000","34.76"
"2000","Imports","Iowa","Total","25.0000","869.0000","34.76"
"2000","Imports","Maine","New Brunswick","18415.9000","698063.0400","37.91"
"2000","Imports","Maine","Québec","782.0000","69016.9800","88.26"
"2000","Imports","Maine","Total","19197.9000","767080.0200","39.96"
"2000","Imports","Massachusetts","Québec","1530.0000","144211.0000","94.26"
"2000","Imports","Massachusetts","Total","1530.0000","144211.0000","94.26"
"2000","Imports","Michigan","Ontario","1656101.8000","84768394.6600","51.19"
"2000","Imports","Michigan","Total","1656101.8000","84768394.6600","51.19"
"2000","Imports","Minn / N. Dakota","Manitoba","715570.0000","20773747.0500","26.93"
"2000","Imports","Minn / N. Dakota","Total","715570.0000","20773747.0500","26.93"
"2000","Imports","Minnesota","Ontario","2005.0000","72627.7600","36.22"
"2000","Imports","Minnesota","Total","2005.0000","72627.7600","36.22"
"2000","Imports","Montana","Alberta","2939.2040","124661.5100","42.41"
"2000","Imports","Montana","British Columbia","252.0000","14935.0000","59.27"
"2000","Imports","Montana","Total","3191.2040","139596.5100","43.74"
"2000","Imports","New England-ISO","Québec","2128621.0000","72166772.0600","33.90"
"2000","Imports","New England-ISO","Total","2128621.0000","72166772.0600","33.90"
"2000","Imports","New York","Ontario","268285.0000","19903470.4900","74.19"
"2000","Imports","New York","Québec","1822293.0000","52982384.8100","29.07"
"2000","Imports","New York","Total","2090578.0000","72885855.3000","34.86"
"2000","Imports","North Dakota","Alberta","52.0000","2113.0000","40.63"
"2000","Imports","North Dakota","Saskatchewan","696855.0000","24021456.0400","34.47"
"2000","Imports","North Dakota","Total","696907.0000","24023569.0400","34.47"
"2000","Imports","Oregon","Alberta","27013.0000","1584289.6700","58.65"
"2000","Imports","Oregon","Total","27013.0000","1584289.6700","58.65"
"2000","Imports","Texas","Alberta","25.0000","13321.0000","532.84"
"2000","Imports","Texas","Total","25.0000","13321.0000","532.84"
"2000","Imports","Total","Alberta","197537.2040","32122894.0300","162.62"
"2000","Imports","Total","British Columbia","5244932.0000","336370524.2200","64.13"
"2000","Imports","Total","Manitoba","715570.0000","20773747.0500","26.93"
"2000","Imports","Total","New Brunswick","18415.9000","698063.0400","37.91"
"2000","Imports","Total","Ontario","1926391.8000","104744492.9100","54.37"
"2000","Imports","Total","Québec","3953226.0000","125362384.8500","31.71"
"2000","Imports","Total","Saskatchewan","696855.0000","24021456.0400","34.47"
"2000","Imports","Total","Total","12752927.9040","644093562.1400","50.39"
"2000","Imports","Washington","Alberta","145378.0000","21180531.9300","145.69"
"2000","Imports","Washington","British Columbia","5244680.0000","336355589.2200","64.13"
"2000","Imports","Washington","Total","5390058.0000","357536121.1500","66.33"
"2001","Exports","Alberta","California","142539.0000","70864659.0000","497.16"
"2001","Exports","Alberta","Idaho","10863.0000","3483931.6400","320.72"
"2001","Exports","Alberta","Iowa","5145.0000","87294.1400","15.27"
"2001","Exports","Alberta","Oregon","7632.0000","2003775.7800","262.55"
"2001","Exports","Alberta","Total","714561.0000","249462160.7100","349.10"
"2001","Exports","Alberta","Washington","548382.0000","173022500.1500","315.51"
"2001","Exports","British Columbia","Alaska","1238.4400","92574.0000","74.75"
"2001","Exports","British Columbia","Arizona","54954.0000","6426144.5200","116.94"
"2001","Exports","British Columbia","California","3241157.0000","1625466758.2200","501.51"
"2001","Exports","British Columbia","Colorado","36121.0000","9438869.9000","261.31"
"2001","Exports","British Columbia","Idaho","2300.0000","1193452.2900","518.89"
"2001","Exports","British Columbia","North Dakota","130.0000","6630.0200","51.00"
"2001","Exports","British Columbia","Oregon","143145.0000","33259642.5500","232.35"
"2001","Exports","British Columbia","South Dakota","34.0000","0.0000","0.00"
"2001","Exports","British Columbia","Texas","3600.0000","1316844.0000","365.79"
"2001","Exports","British Columbia","Total","6101832.8140","2085268294.8900","341.74"
"2001","Exports","British Columbia","Washington","2619153.3740","408067379.3900","155.80"
"2001","Exports","Manitoba","Minn / N. Dakota","9756305.0200","534565261.3900","54.43"
"2001","Exports","Manitoba","Minnesota","1225.0000","31055.7000","25.35"
"2001","Exports","Manitoba","Total","9757530.0200","534596317.0900","54.42"
"2001","Exports","New Brunswick","Maine","3436964.3810","247590956.0700","67.97"
"2001","Exports","New Brunswick","Maryland","37200.0000","58213.5400","1.56"
"2001","Exports","New Brunswick","Total","3474164.3810","247649169.6100","67.26"
"2001","Exports","Nova Scotia","Maine","350.0000","17580.5000","50.23"
"2001","Exports","Nova Scotia","Total","350.0000","17580.5000","50.23"
"2001","Exports","Ontario","Michigan","74035.1520","7013113.9700","94.73"
"2001","Exports","Ontario","Minnesota","378058.0000","22426918.9500","53.74"
"2001","Exports","Ontario","New York","2922470.2520","172338319.5000","54.54"
"2001","Exports","Ontario","Total","3374563.4040","201778352.4200","55.33"
"2001","Exports","Québec","Maine","835619.8100","66268406.3400","79.30"
"2001","Exports","Québec","Massachusetts","371191.0000","20227490.0000","54.49"
"2001","Exports","Québec","New England-ISO","2458142.0000","124746497.2900","50.57"
"2001","Exports","Québec","New York","8921442.0000","504342051.8500","51.25"
"2001","Exports","Québec","Total","14819801.5100","928268009.0100","51.40"
"2001","Exports","Québec","Vermont","2233406.7000","212683563.5300","41.94"
"2001","Exports","Saskatchewan","North Dakota","245006.0000","16167154.1600","61.71"
"2001","Exports","Saskatchewan","Total","245006.0000","16167154.1600","61.71"
"2001","Exports","Total","Alaska","1238.4400","92574.0000","74.75"
"2001","Exports","Total","Arizona","54954.0000","6426144.5200","116.94"
"2001","Exports","Total","California","3383696.0000","1696331417.2200","501.33"
"2001","Exports","Total","Colorado","36121.0000","9438869.9000","261.31"
"2001","Exports","Total","Idaho","13163.0000","4677383.9300","355.34"
"2001","Exports","Total","Iowa","5145.0000","87294.1400","15.27"
"2001","Exports","Total","Maine","4272934.1910","313876942.9100","70.19"
"2001","Exports","Total","Maryland","37200.0000","58213.5400","1.56"
"2001","Exports","Total","Massachusetts","371191.0000","20227490.0000","54.49"
"2001","Exports","Total","Michigan","74035.1520","7013113.9700","94.73"
"2001","Exports","Total","Minn / N. Dakota","9756305.0200","534565261.3900","54.43"
"2001","Exports","Total","Minnesota","379283.0000","22457974.6500","53.65"
"2001","Exports","Total","New England-ISO","2458142.0000","124746497.2900","50.57"
"2001","Exports","Total","New York","11843912.2520","676680371.3500","52.06"
"2001","Exports","Total","North Dakota","245136.0000","16173784.1800","61.70"
"2001","Exports","Total","Oregon","150777.0000","35263418.3300","233.88"
"2001","Exports","Total","South Dakota","34.0000","0.0000","0.00"
"2001","Exports","Total","Texas","3600.0000","1316844.0000","365.79"
"2001","Exports","Total","Total","38487809.1290","4263207038.3900","105.57"
"2001","Exports","Total","Vermont","2233406.7000","212683563.5300","41.94"
"2001","Exports","Total","Washington","3167535.3740","581089879.5400","183.45"
"2001","Imports","California","Alberta","200.0000","44417.0000","222.09"
"2001","Imports","California","Total","200.0000","44417.0000","222.09"
"2001","Imports","Idaho","Alberta","9468.0000","1165172.1000","123.06"
"2001","Imports","Idaho","British Columbia","4409.0000","112810.0000","25.59"
"2001","Imports","Idaho","Total","13877.0000","1277982.1000","92.09"
"2001","Imports","Maine","New Brunswick","80102.5000","3949095.0600","49.30"
"2001","Imports","Maine","Nova Scotia","15.0000","1576.4800","105.10"
"2001","Imports","Maine","Québec","444.0000","617063.3700","1131.66"
"2001","Imports","Maine","Total","80561.5000","4567734.9100","55.28"
"2001","Imports","Michigan","Ontario","2175611.7000","137698023.2800","63.29"
"2001","Imports","Michigan","Total","2175611.7000","137698023.2800","63.29"
"2001","Imports","Minn / N. Dakota","Manitoba","657360.0000","40377139.3000","56.18"
"2001","Imports","Minn / N. Dakota","Total","657360.0000","40377139.3000","56.18"
"2001","Imports","Minnesota","Manitoba","206.0000","9453.7200","45.89"
"2001","Imports","Minnesota","Ontario","28425.0000","728883.2000","25.64"
"2001","Imports","Minnesota","Total","28631.0000","738336.9200","25.79"
"2001","Imports","Montana","Alberta","25.0000","980.0000","39.20"
"2001","Imports","Montana","British Columbia","30.0000","2055.0000","68.50"
"2001","Imports","Montana","Total","55.0000","3035.0000","55.18"
"2001","Imports","New York","Ontario","634248.0000","63491485.8900","100.11"
"2001","Imports","New York","Québec","3448352.0000","138973278.9900","40.30"
"2001","Imports","New York","Total","4082600.0000","202464764.8800","49.59"
"2001","Imports","North Dakota","Saskatchewan","855058.0000","29906173.1500","34.98"
"2001","Imports","North Dakota","Total","855058.0000","29906173.1500","34.98"
"2001","Imports","Oregon","Alberta","8811.0000","839487.4900","95.28"
"2001","Imports","Oregon","British Columbia","2360.0000","54000.0000","22.88"
"2001","Imports","Oregon","Total","11171.0000","893487.4900","79.98"
"2001","Imports","Total","Alberta","194259.6600","10037920.5000","51.67"
"2001","Imports","Total","British Columbia","8040923.0000","1382150008.5700","171.89"
"2001","Imports","Total","Manitoba","657566.0000","40386593.0200","56.18"
"2001","Imports","Total","New Brunswick","80102.5000","3949095.0600","49.30"
"2001","Imports","Total","Nova Scotia","15.0000","1576.4800","105.10"
"2001","Imports","Total","Ontario","2838284.7000","201918392.3700","71.14"
"2001","Imports","Total","Québec","3448796.0000","139590342.3600","40.44"
"2001","Imports","Total","Saskatchewan","855058.0000","29906173.1500","34.98"
"2001","Imports","Total","Total","16115004.8600","1807940101.5100","111.97"
"2001","Imports","Washington","Alberta","175755.6600","7987863.9100","45.45"
"2001","Imports","Washington","British Columbia","8034124.0000","1381981143.5700","172.01"
"2001","Imports","Washington","Total","8209879.6600","1389969007.4800","169.30"
"2002","Exports","Alberta","Oregon","545.0000","16239.0000","29.80"
"2002","Exports","Alberta","Total","52998.0000","1974814.9600","37.26"
"2002","Exports","Alberta","Washington","52453.0000","1958575.9600","37.34"
"2002","Exports","British Columbia","Alaska","939.6800","255001.0000","271.37"
"2002","Exports","British Columbia","Arizona","63361.0000","3085966.9600","48.70"
"2002","Exports","British Columbia","California","3168526.0000","108544314.7400","34.26"
"2002","Exports","British Columbia","Colorado","6707.0000","308191.7200","45.95"
"2002","Exports","British Columbia","Idaho","626.0000","28283.0000","45.18"
"2002","Exports","British Columbia","Minnesota","1314.0000","105831.4900","80.54"
"2002","Exports","British Columbia","Montana","52033.0000","2580905.6300","49.60"
"2002","Exports","British Columbia","Nevada","83672.0000","7212238.4600","86.20"
"2002","Exports","British Columbia","New Mexico","12017.0000","916827.7100","76.29"
"2002","Exports","British Columbia","North Dakota","42.0000","2486.2700","59.20"
"2002","Exports","British Columbia","Oregon","236071.0000","15968490.2100","67.64"
"2002","Exports","British Columbia","Pennsylvania","30.0000","572.7500","19.09"
"2002","Exports","British Columbia","South Dakota","363.0000","10645.8900","29.33"
"2002","Exports","British Columbia","Total","7964788.3200","288907289.0300","36.27"
"2002","Exports","British Columbia","Utah","8800.0000","593178.6000","67.41"
"2002","Exports","British Columbia","Washington","4309099.6400","147798170.3600","34.30"
"2002","Exports","British Columbia","Wyoming","21187.0000","1496184.2400","70.62"
"2002","Exports","Manitoba","Minn / N. Dakota","7409729.6550","390467916.3900","52.68"
"2002","Exports","Manitoba","Minnesota","75.0000","1079.0000","14.39"
"2002","Exports","Manitoba","Total","7409804.6550","390468995.3900","52.68"
"2002","Exports","New Brunswick","Maine","3043386.0520","192668282.8700","61.49"
"2002","Exports","New Brunswick","Total","3043386.0520","192668282.8700","61.49"
"2002","Exports","Nova Scotia","Maine","29817.0000","1270414.8200","42.61"
"2002","Exports","Nova Scotia","Total","29817.0000","1270414.8200","42.61"
"2002","Exports","Ontario","Michigan","240254.6520","11247877.4000","46.82"
"2002","Exports","Ontario","Minnesota","146803.0000","5893296.4500","40.14"
"2002","Exports","Ontario","New York","2448347.4350","97577744.2100","39.33"
"2002","Exports","Ontario","Ohio","110.0000","4951.0000","45.01"
"2002","Exports","Ontario","Pennsylvania","350.0000","14789.0000","42.25"
"2002","Exports","Ontario","Total","2836240.0870","114755216.0600","40.01"
"2002","Exports","Ontario","Virginia","375.0000","16558.0000","44.15"
"2002","Exports","Québec","Maine","830996.9200","42798338.0200","51.50"
"2002","Exports","Québec","Massachusetts","171728.0000","11747847.5900","68.41"
"2002","Exports","Québec","New England-ISO","2400.0000","137080.0000","57.12"
"2002","Exports","Québec","New York","11625721.0000","568783267.3800","45.34"
"2002","Exports","Québec","Total","14738629.9200","835675178.8300","45.65"
"2002","Exports","Québec","Vermont","2107784.0000","212208645.8400","43.21"
"2002","Exports","Saskatchewan","Montana","70.0000","1788.0000","25.54"
"2002","Exports","Saskatchewan","North Dakota","460784.0000","25123491.4400","42.90"
"2002","Exports","Saskatchewan","Total","460854.0000","25125279.4400","42.90"
"2002","Exports","Total","Alaska","939.6800","255001.0000","271.37"
"2002","Exports","Total","Arizona","63361.0000","3085966.9600","48.70"
"2002","Exports","Total","California","3168526.0000","108544314.7400","34.26"
"2002","Exports","Total","Colorado","6707.0000","308191.7200","45.95"
"2002","Exports","Total","Idaho","626.0000","28283.0000","45.18"
"2002","Exports","Total","Maine","3904199.9720","236737035.7100","59.22"
"2002","Exports","Total","Massachusetts","171728.0000","11747847.5900","68.41"
"2002","Exports","Total","Michigan","240254.6520","11247877.4000","46.82"
"2002","Exports","Total","Minn / N. Dakota","7409729.6550","390467916.3900","52.68"
"2002","Exports","Total","Minnesota","148192.0000","6000206.9400","40.49"
"2002","Exports","Total","Montana","52103.0000","2582693.6300","49.57"
"2002","Exports","Total","Nevada","83672.0000","7212238.4600","86.20"
"2002","Exports","Total","New England-ISO","2400.0000","137080.0000","57.12"
"2002","Exports","Total","New Mexico","12017.0000","916827.7100","76.29"
"2002","Exports","Total","New York","14074068.4350","666361011.5900","44.29"
"2002","Exports","Total","North Dakota","460826.0000","25125977.7100","42.90"
"2002","Exports","Total","Ohio","110.0000","4951.0000","45.01"
"2002","Exports","Total","Oregon","236616.0000","15984729.2100","67.56"
"2002","Exports","Total","Pennsylvania","380.0000","15361.7500","40.43"
"2002","Exports","Total","South Dakota","363.0000","10645.8900","29.33"
"2002","Exports","Total","Total","36536518.0340","1850845471.4000","45.86"
"2002","Exports","Total","Utah","8800.0000","593178.6000","67.41"
"2002","Exports","Total","Vermont","2107784.0000","212208645.8400","43.21"
"2002","Exports","Total","Virginia","375.0000","16558.0000","44.15"
"2002","Exports","Total","Washington","4361552.6400","149756746.3200","34.34"
"2002","Exports","Total","Wyoming","21187.0000","1496184.2400","70.62"
"2002","Imports","Idaho","Alberta","525.0000","10114.5000","19.27"
"2002","Imports","Idaho","Total","525.0000","10114.5000","19.27"
"2002","Imports","Illinois","Ontario","125015.0000","7766732.0000","62.13"
"2002","Imports","Illinois","Total","125015.0000","7766732.0000","62.13"
"2002","Imports","Indiana","Ontario","810.0000","102751.2700","126.85"
"2002","Imports","Indiana","Total","810.0000","102751.2700","126.85"
"2002","Imports","Maine","New Brunswick","9120.5000","380436.2000","41.71"
"2002","Imports","Maine","Québec","182968.0000","33531672.8900","183.27"
"2002","Imports","Maine","Total","192088.5000","33912109.0900","176.54"
"2002","Imports","Michigan","Ontario","2474343.2800","165543483.5700","66.90"
"2002","Imports","Michigan","Total","2474343.2800","165543483.5700","66.90"
"2002","Imports","Minn / N. Dakota","Manitoba","2142733.0000","60677119.6100","28.32"
"2002","Imports","Minn / N. Dakota","Total","2142733.0000","60677119.6100","28.32"
"2002","Imports","Minnesota","Ontario","563823.0000","36041850.6900","63.92"
"2002","Imports","Minnesota","Total","563823.0000","36041850.6900","63.92"
"2002","Imports","Missouri","Ontario","136.0000","5616.2400","41.30"
"2002","Imports","Missouri","Total","136.0000","5616.2400","41.30"
"2002","Imports","New York","Ontario","748495.5800","71827412.2000","95.96"
"2002","Imports","New York","Québec","2362766.0000","100207666.0100","42.41"
"2002","Imports","New York","Total","3111261.5800","172035078.2100","55.29"
"2002","Imports","North Dakota","Saskatchewan","962686.0000","31235373.7700","31.98"
"2002","Imports","North Dakota","Total","962686.0000","31235373.7700","31.98"
"2002","Imports","Ohio","Ontario","3902.0000","231191.9800","59.25"
"2002","Imports","Ohio","Total","3902.0000","231191.9800","59.25"
"2002","Imports","Oregon","Alberta","5466.0000","223025.0000","40.80"
"2002","Imports","Oregon","British Columbia","3205.0000","74700.0000","23.31"
"2002","Imports","Oregon","Total","8671.0000","297725.0000","34.34"
"2002","Imports","Pennsylvania","Ontario","96160.0000","5187246.3500","53.94"
"2002","Imports","Pennsylvania","Total","96160.0000","5187246.3500","53.94"
"2002","Imports","Total","Alberta","307935.0000","10495120.5200","34.08"
"2002","Imports","Total","British Columbia","5250185.0000","122791665.5400","23.39"
"2002","Imports","Total","Manitoba","2142733.0000","60677119.6100","28.32"
"2002","Imports","Total","New Brunswick","9120.5000","380436.2000","41.71"
"2002","Imports","Total","Ontario","4012684.8600","286706284.3000","71.45"
"2002","Imports","Total","Québec","2545734.0000","133739338.9000","52.53"
"2002","Imports","Total","Saskatchewan","962686.0000","31235373.7700","31.98"
"2002","Imports","Total","Total","15231078.3600","646025338.8400","42.39"
"2002","Imports","Washington","Alberta","301944.0000","10261981.0200","33.99"
"2002","Imports","Washington","British Columbia","5246980.0000","122716965.5400","23.39"
"2002","Imports","Washington","Total","5548924.0000","132978946.5600","23.96"
"2003","Exports","Alberta","Idaho","25.0000","123.0000","4.92"
"2003","Exports","Alberta","Michigan","1.0000","0.0000","0.00"
"2003","Exports","Alberta","Oregon","3939.0000","185333.0500","47.05"
"2003","Exports","Alberta","Total","73583.0000","3639493.1800","49.46"
"2003","Exports","Alberta","Washington","69618.0000","3454037.1300","49.61"
"2003","Exports","British Columbia","Alaska","1159.3600","83026.1900","71.61"
"2003","Exports","British Columbia","Arizona","36120.0000","2652686.2300","73.44"
"2003","Exports","British Columbia","California","3177123.0000","180717872.4700","56.88"
"2003","Exports","British Columbia","Colorado","2165.0000","210202.3400","97.09"
"2003","Exports","British Columbia","Idaho","1918.0000","139501.8100","72.73"
"2003","Exports","British Columbia","Montana","11070.0000","783055.3100","70.74"
"2003","Exports","British Columbia","Nebraska","2402.0000","197042.3800","82.03"
"2003","Exports","British Columbia","Nevada","220896.0000","18609555.9800","84.25"
"2003","Exports","British Columbia","New Mexico","22999.0000","1912225.8300","83.14"
"2003","Exports","British Columbia","Oregon","280440.0000","20120200.4200","71.75"
"2003","Exports","British Columbia","Total","7166437.9600","383718048.3400","53.54"
"2003","Exports","British Columbia","Utah","5762.0000","605320.3000","105.05"
"2003","Exports","British Columbia","Washington","3375732.6000","155019783.3000","45.92"
"2003","Exports","British Columbia","Wyoming","28651.0000","2667575.7800","93.11"
"2003","Exports","Manitoba","Minn / N. Dakota","4241931.5000","263739800.0900","62.17"
"2003","Exports","Manitoba","Total","4241941.5000","263739800.0900","62.17"
"2003","Exports","Manitoba","Virginia","10.0000","0.0000","0.00"
"2003","Exports","New Brunswick","Maine","2578904.1750","161784123.3300","62.08"
"2003","Exports","New Brunswick","New England-ISO","95883.0000","6090360.4500","63.52"
"2003","Exports","New Brunswick","New York","12302.0000","798602.7600","64.92"
"2003","Exports","New Brunswick","Total","2687089.1750","168673086.5400","62.14"
"2003","Exports","Nova Scotia","Maine","4407.0000","215495.5100","48.90"
"2003","Exports","Nova Scotia","New York","111339.0000","7310475.9100","65.66"
"2003","Exports","Nova Scotia","Total","115746.0000","7525971.4200","65.02"
"2003","Exports","Ontario","Michigan","1253348.4520","63995480.3800","51.06"
"2003","Exports","Ontario","Minnesota","153356.0000","8699839.4200","56.73"
"2003","Exports","Ontario","New England-ISO","3529.0000","194639.8700","55.15"
"2003","Exports","Ontario","New York","2863207.4520","146411372.2100","50.53"
"2003","Exports","Ontario","Ohio","2057.0000","79548.0000","38.67"
"2003","Exports","Ontario","Pennsylvania","17463.0000","1149544.3700","65.83"
"2003","Exports","Ontario","Total","4293878.9040","220564618.2500","50.97"
"2003","Exports","Ontario","Wisconsin","918.0000","34194.0000","37.25"
"2003","Exports","Québec","Maine","997317.9400","50129092.5600","50.26"
"2003","Exports","Québec","Massachusetts","43940.0000","4577823.5900","104.18"
"2003","Exports","Québec","New England-ISO","139892.0000","8627139.3100","61.67"
"2003","Exports","Québec","New York","7011583.0000","566809253.8900","77.30"
"2003","Exports","Québec","Total","10038237.9400","809875300.2100","67.51"
"2003","Exports","Québec","Vermont","1845505.0000","179731990.8600","39.22"
"2003","Exports","Saskatchewan","Michigan","3.0000","0.0000","0.00"
"2003","Exports","Saskatchewan","North Dakota","707287.0000","45487795.8800","62.41"
"2003","Exports","Saskatchewan","Pennsylvania","443.0000","29887.4200","67.47"
"2003","Exports","Saskatchewan","Tennessee","1.0000","0.0000","0.00"
"2003","Exports","Saskatchewan","Total","707742.0000","45517886.7100","62.41"
"2003","Exports","Saskatchewan","Virginia","6.0000","0.0000","0.00"
"2003","Exports","Saskatchewan","Wisconsin","2.0000","203.4100","101.71"
"2003","Exports","Total","Alaska","1159.3600","83026.1900","71.61"
"2003","Exports","Total","Arizona","36120.0000","2652686.2300","73.44"
"2003","Exports","Total","California","3177123.0000","180717872.4700","56.88"
"2003","Exports","Total","Colorado","2165.0000","210202.3400","97.09"
"2003","Exports","Total","Idaho","1943.0000","139624.8100","71.86"
"2003","Exports","Total","Maine","3580629.1150","212128711.4000","58.77"
"2003","Exports","Total","Massachusetts","43940.0000","4577823.5900","104.18"
"2003","Exports","Total","Michigan","1253352.4520","63995480.3800","51.06"
"2003","Exports","Total","Minn / N. Dakota","4241931.5000","263739800.0900","62.17"
"2003","Exports","Total","Minnesota","153356.0000","8699839.4200","56.73"
"2003","Exports","Total","Montana","11070.0000","783055.3100","70.74"
"2003","Exports","Total","Nebraska","2402.0000","197042.3800","82.03"
"2003","Exports","Total","Nevada","220896.0000","18609555.9800","84.25"
"2003","Exports","Total","New England-ISO","239304.0000","14912139.6300","62.31"
"2003","Exports","Total","New Mexico","22999.0000","1912225.8300","83.14"
"2003","Exports","Total","New York","9998431.4520","721329704.7700","69.49"
"2003","Exports","Total","North Dakota","707287.0000","45487795.8800","62.41"
"2003","Exports","Total","Ohio","2057.0000","79548.0000","38.67"
"2003","Exports","Total","Oregon","284379.0000","20305533.4700","71.40"
"2003","Exports","Total","Pennsylvania","17906.0000","1179431.7900","65.87"
"2003","Exports","Total","Tennessee","1.0000","0.0000","0.00"
"2003","Exports","Total","Total","29324656.4790","1903254204.7400","60.23"
"2003","Exports","Total","Utah","5762.0000","605320.3000","105.05"
"2003","Exports","Total","Vermont","1845505.0000","179731990.8600","39.22"
"2003","Exports","Total","Virginia","16.0000","0.0000","0.00"
"2003","Exports","Total","Washington","3445350.6000","158473820.4300","46.00"
"2003","Exports","Total","Wisconsin","920.0000","34397.4100","37.39"
"2003","Exports","Total","Wyoming","28651.0000","2667575.7800","93.11"
"2003","Imports","Illinois","Ontario","160185.0000","14289894.5800","89.21"
"2003","Imports","Illinois","Total","160185.0000","14289894.5800","89.21"
"2003","Imports","Iowa","Ontario","1319.0000","40700.4900","30.86"
"2003","Imports","Iowa","Total","1319.0000","40700.4900","30.86"
"2003","Imports","Maine","New Brunswick","72086.3000","5147168.4000","71.40"
"2003","Imports","Maine","Québec","425962.0000","36348606.0700","85.33"
"2003","Imports","Maine","Total","498048.3000","41495774.4700","83.32"
"2003","Imports","Massachusetts","Ontario","2537.0000","410164.6000","161.67"
"2003","Imports","Massachusetts","Québec","40800.0000","4077796.0000","99.95"
"2003","Imports","Massachusetts","Total","43337.0000","4487960.6000","103.56"
"2003","Imports","Michigan","Ontario","4817667.5000","252452200.1500","52.40"
"2003","Imports","Michigan","Total","4817667.5000","252452200.1500","52.40"
"2003","Imports","Minn / N. Dakota","Manitoba","5906405.0000","252704802.3800","42.78"
"2003","Imports","Minn / N. Dakota","Total","5906405.0000","252704802.3800","42.78"
"2003","Imports","Minnesota","Alberta","9567.0000","675178.0000","70.57"
"2003","Imports","Minnesota","Ontario","1203893.0000","67244072.9800","55.86"
"2003","Imports","Minnesota","Total","1213460.0000","67919250.9800","55.97"
"2003","Imports","Missouri","Ontario","208.0000","10166.0000","48.88"
"2003","Imports","Missouri","Total","208.0000","10166.0000","48.88"
"2003","Imports","Montana","Alberta","1001.0000","56693.8800","56.64"
"2003","Imports","Montana","Total","1001.0000","56693.8800","56.64"
"2003","Imports","New York","Ontario","1052483.0500","80238712.6900","76.24"
"2003","Imports","New York","Québec","3458210.0000","163435087.6600","47.26"
"2003","Imports","New York","Total","4510693.0500","243673800.3500","54.02"
"2003","Imports","North Dakota","Saskatchewan","907602.0000","36839985.0700","40.59"
"2003","Imports","North Dakota","Total","907602.0000","36839985.0700","40.59"
"2003","Imports","Ohio","Ontario","13740.0000","870589.3600","63.36"
"2003","Imports","Ohio","Total","13740.0000","870589.3600","63.36"
"2003","Imports","Oregon","Alberta","6130.0000","384166.0000","62.67"
"2003","Imports","Oregon","British Columbia","15.0000","2000.0000","133.33"
"2003","Imports","Oregon","Total","6145.0000","386166.0000","62.84"
"2003","Imports","Pennsylvania","Nova Scotia","1221.0000","118442.9100","97.00"
"2003","Imports","Pennsylvania","Ontario","101590.0000","6159783.6900","60.63"
"2003","Imports","Pennsylvania","Total","102811.0000","6278226.6000","61.07"
"2003","Imports","Total","Alberta","331159.0000","19643110.2400","59.32"
"2003","Imports","Total","British Columbia","5087189.0000","190507015.5400","37.45"
"2003","Imports","Total","Manitoba","5906405.0000","252704802.3800","42.78"
"2003","Imports","Total","New Brunswick","72086.3000","5147168.4000","71.40"
"2003","Imports","Total","Nova Scotia","1221.0000","118442.9100","97.00"
"2003","Imports","Total","Ontario","7353622.5500","421716284.5400","57.35"
"2003","Imports","Total","Québec","3924972.0000","203861489.7300","51.94"
"2003","Imports","Total","Saskatchewan","907758.0000","36843527.8300","40.59"
"2003","Imports","Total","Total","23584412.8500","1130541841.5700","47.94"
"2003","Imports","Washington","Alberta","314461.0000","18527072.3600","58.92"
"2003","Imports","Washington","British Columbia","5087174.0000","190505015.5400","37.45"
"2003","Imports","Washington","Saskatchewan","156.0000","3542.7600","22.71"
"2003","Imports","Washington","Total","5401791.0000","209035630.6600","38.70"
"2004","Exports","Alberta","Illinois","764.0000","27339.5600","35.78"
"2004","Exports","Alberta","Michigan","488.0000","0.0000","0.00"
"2004","Exports","Alberta","Oregon","1073.0000","53279.8400","49.66"
"2004","Exports","Alberta","Pennsylvania","4276.0000","309890.4500","72.47"
"2004","Exports","Alberta","Total","130888.0000","6231221.1800","47.61"
